label,content,hash
0,"commit d940d468e29bff5eb5669c0dd8f3de0c3de17bfb
Merge: 13d5f87cc3 fb858fb76b
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Wed Jun 30 19:09:45 2021 +0100

    Merge remote-tracking branch 'remotes/quic/tags/pull-hex-20210629' into staging
    
    Fixes for bugs found by inspection and internal testing
    Tests added to tests/tcg/hexagon/misc.c
    
    # gpg: Signature made Tue 29 Jun 2021 17:50:16 BST
    # gpg:                using RSA key 7B0244FB12DE4422
    # gpg: Good signature from ""Taylor Simpson (Rock on) <tsimpson@quicinc.com>"" [undefined]
    # gpg: WARNING: This key is not certified with a trusted signature!
    # gpg:          There is no indication that the signature belongs to the owner.
    # Primary key fingerprint: 3635 C788 CE62 B91F D4C5  9AB4 7B02 44FB 12DE 4422
    
    * remotes/quic/tags/pull-hex-20210629:
      Hexagon (target/hexagon) remove unused TCG variables
      Hexagon (target/hexagon) cleanup gen_store_conditional[48] functions
      Hexagon (target/hexagon) fix l2fetch instructions
      Hexagon (target/hexagon) fix bug in fLSBNEW*
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",d940d468e2
0,"commit fb858fb76b1b2dfdf64f82669df1270c0c19a033
Author: Taylor Simpson <tsimpson@quicinc.com>
Date:   Tue Jun 1 18:19:44 2021 -0500

    Hexagon (target/hexagon) remove unused TCG variables
    
    Signed-off-by: Taylor Simpson <tsimpson@quicinc.com>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <1622589584-22571-5-git-send-email-tsimpson@quicinc.com>",fb858fb76b
0,"commit 88725336717ab93a194bd1b100179b6a96983988
Author: Taylor Simpson <tsimpson@quicinc.com>
Date:   Tue Jun 1 18:19:43 2021 -0500

    Hexagon (target/hexagon) cleanup gen_store_conditional[48] functions
    
    Previously the store-conditional code was writing to hex_pred[prednum].
    Then, the fGEN_TCG override was reading from there to the destination
    variable so that the packet commit logic would handle it properly.
    
    The correct implementation is to write to the destination variable
    and don't have the extra read in the override.
    
    Remove the unused arguments from gen_store_conditional[48]
    
    Signed-off-by: Taylor Simpson <tsimpson@quicinc.com>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <1622589584-22571-4-git-send-email-tsimpson@quicinc.com>",8872533671
0,"commit a5a8d98c8537f022a14bdc70eff12e296431b80f
Author: Taylor Simpson <tsimpson@quicinc.com>
Date:   Tue Jun 1 18:19:42 2021 -0500

    Hexagon (target/hexagon) fix l2fetch instructions
    
    Y4_l2fetch == l2fetch(Rs32, Rt32)
    Y5_l2fetch == l2fetch(Rs32, Rtt32)
    
    The semantics for these instructions are present, but the encodings
    are missing.
    
    Note that these are treated as nops in qemu, so we add overrides.
    
    Test case added to tests/tcg/hexagon/misc.c
    
    Signed-off-by: Taylor Simpson <tsimpson@quicinc.com>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <1622589584-22571-3-git-send-email-tsimpson@quicinc.com>",a5a8d98c85
0,"commit 07c0f65385b94bbc8efc398ff82edd05953e39c2
Author: Taylor Simpson <tsimpson@quicinc.com>
Date:   Tue Jun 1 18:19:41 2021 -0500

    Hexagon (target/hexagon) fix bug in fLSBNEW*
    
    Change fLSBNEW/fLSBNEW0/fLSBNEW1 from copy to ""x & 1""
    Remove gen_logical_not function
    Clean up fLSBNEWNOT to use andi-1 followed by xori-1
    
    Test cases added to tests/tcg/hexagon/misc.c
    
    Signed-off-by: Taylor Simpson <tsimpson@quicinc.com>
    Reviewed-by: Richard Henderson <richard.henderson@linaro.org>
    Message-Id: <1622589584-22571-2-git-send-email-tsimpson@quicinc.com>",07c0f65385
0,"commit 13d5f87cc3b94bfccc501142df4a7b12fee3a6e7
Merge: 6512fa497c 9d14a04280
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Tue Jun 29 10:02:42 2021 +0100

    Merge remote-tracking branch 'remotes/rth-gitlab/tags/pull-axp-20210628' into staging
    
    Fixes for NetBSD/alpha:
      - Provide a proper PCI-ISA bridge
      - Set PCI device IDs correctly
      - Pass -nographic flag to PALcode
      - Update PALcode to set up the Console Terminal Block
      - Honor the Floating-point ENable bit during translate.
    
    # gpg: Signature made Mon 28 Jun 2021 15:34:08 BST
    # gpg:                using RSA key 7A481E78868B4DB6A85A05C064DF38E8AF7E215F
    # gpg:                issuer ""richard.henderson@linaro.org""
    # gpg: Good signature from ""Richard Henderson <richard.henderson@linaro.org>"" [full]
    # Primary key fingerprint: 7A48 1E78 868B 4DB6 A85A  05C0 64DF 38E8 AF7E 215F
    
    * remotes/rth-gitlab/tags/pull-axp-20210628:
      target/alpha: Honor the FEN bit
      pc-bios: Update the palcode-clipper image
      hw/alpha: Provide a PCI-ISA bridge device node
      hw/alpha: Provide console information to the PALcode at start-up
      hw/alpha: Set minimum PCI device ID to 1 to match Clipper IRQ mappings
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",13d5f87cc3
0,"commit 6512fa497c2fa9751b9d774ab32d87a9764d1958
Merge: 9e654e1019 0aebebb561
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Mon Jun 28 21:04:22 2021 +0100

    Merge remote-tracking branch 'remotes/bonzini-gitlab/tags/for-upstream' into staging
    
    * Some Meson test conversions
    * KVM dirty page ring buffer fix
    * KVM TSC scaling support
    * Fixes for SG_IO with /dev/sdX devices
    * (Non)support for host devices on iOS
    * -smp cleanups
    
    # gpg: Signature made Fri 25 Jun 2021 15:16:18 BST
    # gpg:                using RSA key F13338574B662389866C7682BFFBD25F78C7AE83
    # gpg:                issuer ""pbonzini@redhat.com""
    # gpg: Good signature from ""Paolo Bonzini <bonzini@gnu.org>"" [full]
    # gpg:                 aka ""Paolo Bonzini <pbonzini@redhat.com>"" [full]
    # Primary key fingerprint: 46F5 9FBD 57D6 12E7 BFD4  E2F7 7E15 100C CD36 69B1
    #      Subkey fingerprint: F133 3857 4B66 2389 866C  7682 BFFB D25F 78C7 AE83
    
    * remotes/bonzini-gitlab/tags/for-upstream: (28 commits)
      machine: reject -smp dies!=1 for non-PC machines
      machine: pass QAPI struct to mc->smp_parse
      machine: add error propagation to mc->smp_parse
      machine: move common smp_parse code to caller
      machine: move dies from X86MachineState to CpuTopology
      file-posix: handle EINTR during ioctl
      block: detect DKIOCGETBLOCKCOUNT/SIZE before use
      block: try BSD disk size ioctls one after another
      block: check for sys/disk.h
      block: feature detection for host block support
      file-posix: try BLKSECTGET on block devices too, do not round to power of 2
      block: add max_hw_transfer to BlockLimits
      block-backend: align max_transfer to request alignment
      osdep: provide ROUND_DOWN macro
      scsi-generic: pass max_segments via max_iov field in BlockLimits
      file-posix: fix max_iov for /dev/sg devices
      KVM: Fix dirty ring mmap incorrect size due to renaming accident
      configure, meson: convert libusbredir detection to meson
      configure, meson: convert libcacard detection to meson
      configure, meson: convert libusb detection to meson
      ...
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",6512fa497c
0,"commit 9e654e10197f5a014eccd71de5ea633c1b0f4303
Merge: 271fc190b3 149009bef4
Author: Peter Maydell <peter.maydell@linaro.org>
Date:   Mon Jun 28 17:08:34 2021 +0100

    Merge remote-tracking branch 'remotes/vsementsov/tags/pull-jobs-2021-06-25' into staging
    
    block: Make block-copy API thread-safe
    
    # gpg: Signature made Fri 25 Jun 2021 13:40:24 BST
    # gpg:                using RSA key 8B9C26CDB2FD147C880E86A1561F24C1F19F79FB
    # gpg: Good signature from ""Vladimir Sementsov-Ogievskiy <vsementsov@virtuozzo.com>"" [unknown]
    # gpg: WARNING: This key is not certified with a trusted signature!
    # gpg:          There is no indication that the signature belongs to the owner.
    # Primary key fingerprint: 8B9C 26CD B2FD 147C 880E  86A1 561F 24C1 F19F 79FB
    
    * remotes/vsementsov/tags/pull-jobs-2021-06-25:
      block-copy: atomic .cancelled and .finished fields in BlockCopyCallState
      block-copy: add CoMutex lock
      block-copy: move progress_set_remaining in block_copy_task_end
      block-copy: streamline choice of copy_range vs. read/write
      block-copy: small refactor in block_copy_task_entry and block_copy_common
      co-shared-resource: protect with a mutex
      progressmeter: protect with a mutex
      blockjob: let ratelimit handle a speed of 0
      block-copy: let ratelimit handle a speed of 0
      ratelimit: treat zero speed as unlimited
    
    Signed-off-by: Peter Maydell <peter.maydell@linaro.org>",9e654e1019
0,"commit 9d14a0428012b0bb7969aec512f2357247a86236
Author: Richard Henderson <richard.henderson@linaro.org>
Date:   Mon Jun 21 10:02:34 2021 -0700

    target/alpha: Honor the FEN bit
    
    This bit is used by NetBSD for lazy fpu migration.
    
    Tested-by: Jason Thorpe <thorpej@me.com>
    Reported-by: Jason Thorpe <thorpej@me.com>
    Resolves: https://gitlab.com/qemu-project/qemu/-/issues/438
    Signed-off-by: Richard Henderson <richard.henderson@linaro.org>",9d14a04280
0,"commit c6446a1b6d8a89f4ab8fe85b5bc03bb05d337b82
Author: Richard Henderson <richard.henderson@linaro.org>
Date:   Mon Jun 14 21:24:27 2021 -0700

    pc-bios: Update the palcode-clipper image
    
    Build a new palcode image with Jason Thorpe's patches
    to support NetBSD.
    
    Signed-off-by: Richard Henderson <richard.henderson@linaro.org>",c6446a1b6d
